Section,Title,Date
Business,Tesla to expand presence in Palo Alto despite HQ move to Texas -source,"October 12, 2021"
Business,ARK Invest's Wood warns upcoming economic downturn in China 'obvious',"October 12, 2021"
World,"Wall Street closes lower on jitters ahead of earnings, Fed minutes","October 12, 2021"
Business,More than 100 U.S. lawmakers urge Pelosi to back union EV tax credit,"October 12, 2021"
World,Wall St steady with investors cautious ahead of earnings,"October 12, 2021"
Business,"Tesla sold record 56,006 China-made vehicles in Sept - CPCA","October 12, 2021"
Business,EXCLUSIVE France's Auchan held talks with Niel-backed SPAC before failed Carrefour bid - sources,"October 12, 2021"
World,Wall Street flat on concerns over inflation impact on profits,"October 12, 2021"
World,China's export growth likely eased in Sept on electricity curbs: Reuters poll,"October 12, 2021"
World,EV battery maker CATL plans $5-billion China recycling facility,"October 12, 2021"
Autos & Transportation,China to set assessment measures to regulate data sent abroad by cars,"October 11, 2021"
World,"Wall Street rises as Big Tech, financials gain","October 11, 2021"
Lifestyle,Bosnian builds rotating house so that his wife has diversified view,"October 11, 2021"
World,Canada's Rock Tech Lithium to build $544 million plant in Brandenburg,"October 11, 2021"
Business,"Austin cheers Tesla's headquarters move, but local home buyers left on edge","October 11, 2021"
Technology,"Tesla hopes to build 5-10,000 vehicles a week at Berlin plant - Musk","October 9, 2021"
Technology,Tesla worried it won't be able to hire enough people for Berlin factory - Musk,"October 9, 2021"
Business,Tesla moving headquarters to Texas from California,"October 9, 2021"
Legal,Tesla move boosts already-electric Austin legal market,"October 9, 2021"
Autos & Transportation,Analysis: Tesla speeds the EV industry's South by Southwest drive,"October 8, 2021"
Breakingviews,Tesla’s move to Texas further mars ESG credentials,"October 8, 2021"
Disrupted,Factbox: EV and battery makers target $24 billion for southern U.S. plants,"October 8, 2021"
Business,Wall Street ends day with solid gains; investors hail U.S. debt-ceiling truce,"October 8, 2021"
Disrupted,Tesla's gigafactory electrifies California-Germany culture clash,"October 7, 2021"
Autos & Transportation,GM aims to double revenues by 2030 as it drives to pass Tesla,"October 7, 2021"
Business,EXCLUSIVE Northvolt plots EV battery grab with $750 mln Swedish lab plan,"October 7, 2021"
Business,Factbox: FACTBOX GM's ambitious agenda to show investors it can out-Tesla Tesla,"October 7, 2021"
Business,Analysis: Tesla would face tough road in any bid to slash $137 mln racial bias verdict in U.S.,"October 6, 2021"
Breakingviews,Facebook’s pristine whistleblower,"October 6, 2021"
Autos & Transportation,Tesla faces investor test after big jury award over racism,"October 6, 2021"
Technology,"Ouster will buy Sense Photonics, drive for more automotive deals","October 5, 2021"
Disrupted,Focus: Battery giants face skills gap that could jam electric highway,"October 5, 2021"
Technology,Tesla ordered to pay over $130 mln to Black former worker over racism -WSJ,"October 5, 2021"
Business,Nasdaq ends sharply down; rising Treasury yields sink Big Tech,"October 5, 2021"
Business,U.S. government rejects 2019 petition to investigate Tesla vehicle fires,"October 4, 2021"
Business,Wall Street slammed by rotation out of Big Tech,"October 4, 2021"
Business,"GM, Ford to settle suit over use of 'BlueCruise' name for hands-free driving","October 4, 2021"
Business,Investors argue Musk should repay $9.4 bln to Tesla for SolarCity deal,"October 4, 2021"
Business,Geely’s Volvo IPO should go better this time,"October 4, 2021"
Business,Wall St pressured by uptick in yields; Tesla up on record deliveries,"October 4, 2021"
Breakingviews,Audi CEO sees chip shortage as 'perfect storm' but will get through it,"October 4, 2021"
Business,BHP to supply nickel to Toyota-Panasonic battery venture,"October 4, 2021"
Business,"With help from Tesla, nearly 80% of Norway's new car sales are electric","October 4, 2021"
Autos & Transportation,"Tesla vehicle deliveries hit another record in Q3, beats analysts' estimates","October 2, 2021"
Business,EV truck maker Rivian plans in-house battery cell manufacturing,"October 2, 2021"
Business,Amazon-backed EV maker Rivian discloses nearly $1 bln losses in IPO filing,"October 2, 2021"
Autos & Transportation,EXCLUSIVE GM aims to profit from software as it broadens its EV lineup,"October 1, 2021"
Business,"Foxconn, Lordstown Motors to pursue U.S. loan for EV factory","October 1, 2021"
Business,BHP delivers first EV battery raw material nickel sulphate crystals from Kwinana,"October 1, 2021"
Business,Foreign automakers ask U.S. House Democrats to reject union EV tax credit,"October 1, 2021"
Disrupted,Focus: China's electric carmakers make their move on Europe,"September 30, 2021"
Disrupted,ABB launches world's fastest charger to plug into surging e-car market,"September 30, 2021"
Disrupted,Analysis: Auto industry wonders whether Ford-SK battery plants will sport the union label,"September 29, 2021"
Legal,North Carolina county zoning changes to affect Piedmont Lithium project,"September 29, 2021"
Business,German state says no decision yet on Tesla plant,"September 29, 2021"
Disrupted,"Electric car maker Lucid on track for 2022, 2023 output targets, CEO says","September 29, 2021"
Disrupted,Lucid to start deliveries of electric cars with range exceeding Tesla's in October,"September 29, 2021"
Business,Musk says Biden's EV policy 'controlled by unions'-Code Conference,"September 29, 2021"
Business,Surging Treasury yields batter ARK fund amid broad tech selloff,"September 29, 2021"
Business,"Tesla seeks COVID rules waiver to host 9,000 at Berlin 'Giga-Fest'","September 28, 2021"
Business,U.S. new vehicle retail sales set to fall 25% in Sept - data,"September 28, 2021"
Disrupted,"GM's commercial EV unit to expand vehicle lineup, add Verizon as customer","September 28, 2021"
Technology,Toyota buys software firm Renovo to accelerate self-driving tech development,"September 28, 2021"
World,"China energy crunch triggers shutdowns, pleas for more coal","September 28, 2021"
Business,Tesla set to post strong deliveries after production spurt - analysts,"September 28, 2021"
Business,"Asian markets grapple with Evergrande fallout, eye China power crunch","September 28, 2021"
Technology,Tesla Megapack fire in Australia blamed on undetected coolant leak,"September 28, 2021"
The Great Reboot,Shift to EVs means huge 'reskilling' job for Europe - report,"September 28, 2021"
Legal,Five firms power EV maker Polestar’s union with Gores Guggenheim SPAC,"September 27, 2021"
World,EXCLUSIVE Congo in talks with China's Huayou to end dispute over cobalt mine,"September 27, 2021"
Business,EV maker Polestar strikes $20-bln deal with Gores Guggenheim SPAC,"September 27, 2021"
Business,"ISS urges Tesla investors not to re-elect James Murdoch, Kimbal Musk","September 27, 2021"
Technology,Apple's new iPhone to take longer to reach customers - analysts,"September 27, 2021"
World,"China power crunch spreads, shutting factories and dimming growth outlook","September 27, 2021"
Technology,"Some Apple, Tesla suppliers suspend production in China amid power pinch","September 27, 2021"
Analysis,Analysis: China's green car credit system to be replaced as country pursues carbon neutrality,"September 27, 2021"
Technology,"Chinese tech execs support 'common prosperity', helping SMEs at internet summit","September 26, 2021"
Business,"Tesla Shanghai to make 300,000 cars Jan-Sept despite chip shortage -sources","September 26, 2021"
Lifestyle,Elon Musk says he and musician girlfriend Grimes are 'semi-separated',"September 25, 2021"
Business,"Dow, S&P 500 end with gains up after bumpy week, but Nike drags","September 24, 2021"
Business,New semiconductor plants will end global auto chip shortage next year -Tesla's Musk,"September 24, 2021"
Disrupted,Chinese crackdown on bitcoin another blow to Cathie Wood's ARK ETF,"September 24, 2021"
Business,Tesla's German landing will fuel competition - Volkswagen CEO,"September 24, 2021"
Autos & Transportation,San Francisco raises Tesla 'self-driving' safety concerns as public test nears,"September 24, 2021"
Autos & Transportation,From e-bikes to flying cars: India's Ola plots mobility future,"September 23, 2021"
Business,Vietnam's carmaker VinFast eyes more countries for its European strategy,"September 23, 2021"
Disrupted,Samsung in talks with Tesla to make next-gen self-driving chips -Korea Economic Daily,"September 23, 2021"
Business,Australia sues Neoen for lack of power from its Tesla battery reserve,"September 23, 2021"
Legal,Tesla pushes U.S. to boost fuel economy penalties,"September 23, 2021"
Business,ARK's Cathie Wood says Wall Street not in a bubble,"September 23, 2021"
Business,"Ford, Redwood form 'circular' supply chain for EV battery materials","September 22, 2021"
Disrupted,Explainer: Why investigators are still probing Takata air bag inflators,"September 22, 2021"
Explainer,U.S. agency confirms air bag safety probe into 30 million vehicles,"September 21, 2021"
Business,Insight: A life and death question for regulators: Is Tesla's Autopilot safe?,"September 21, 2021"
Disrupted,Wall Street ends sharply lower in broad sell-off,"September 21, 2021"
Business,Exclusive: U.S. opens probe into 30 million vehicles over air bag inflators,"September 20, 2021"
Business,S&P 500 down more than 2% as growth worries rise,"September 20, 2021"
Business,Wall St tumbles over 2% on growth worries; focus turns to Fed,"September 20, 2021"
Business,Kendall Jenner turns to Quinn Emanuel in fight with Italian fashion brand,"September 20, 2021"
Legal,Central bank group BIS warns of green asset bubble risk,"September 20, 2021"
Business,SpaceX capsule with world's first all-civilian orbital crew returns safely,"September 19, 2021"
Lifestyle,A ukulele in space? Inspiration4 crew shows a playful side in orbit,"September 18, 2021"
Business,U.S. NTSB to probe fatal Tesla crash in Florida,"September 17, 2021"
Technology,Tesla to work with global regulators on data security -Musk,"September 17, 2021"
Technology,"Wall Street slips as tech, energy stocks drop","September 16, 2021"
Business,Tesla crash-tests India’s industrial focus,"September 16, 2021"
Business,Explainer: Main battles ahead for U.S. Democrats' $3.5 trillion social spending bill,"September 15, 2021"
Breakingviews,Rivian aims to raise as much as $8 bln in IPO -sources,"September 15, 2021"
United States,"Volvo Cars gears up for $20 bln IPO in coming weeks, sources say","September 15, 2021"
Business,India approves $3.5 bln scheme to boost clean fuel vehicles,"September 15, 2021"
Business,ARK Invest's Wood expects market rotation back to growth stocks,"September 14, 2021"
World,"Gold armor for Lil Nas X, all black for Kim Kardashian at Met Gala","September 14, 2021"
Technology,U.S. asks 12 automakers for assistance in Tesla probe,"September 14, 2021"
Business,China develops machines that can track data sent abroad by cars,"September 14, 2021"
Lifestyle,"GM invests in Oculii, radar software maker for self-driving cars","September 14, 2021"
Business,"Tesla, Toyota spar with Ford, UAW over EV tax bill","September 14, 2021"
Disrupted,Focus: GM digs in with LG Corp to speed a fix for Bolt battery fires,"September 13, 2021"
Disrupted,"Toyota, Honda oppose U.S. House electric vehicle tax plan","September 12, 2021"
